Case,No,Task,CC1,GN1,NS1,BU1,FA1,LD1,BZ1,FC1,FP1,RP1,PP1,KA1,SC1,TS1,NV1,MA1,LB1,AF1,HU1,Price1,CC2,GN2,NS2,BU2,FA2,LD2,BZ2,FC2,FP2,RP2,PP2,KA2,SC2,TS2,NV2,MA2,LB2,AF2,HU2,Price2,CC3,GN3,NS3,BU3,FA3,LD3,BZ3,FC3,FP3,RP3,PP3,KA3,SC3,TS3,NV3,MA3,LB3,AF3,HU3,Price3,CC4,GN4,NS4,BU4,FA4,LD4,BZ4,FC4,FP4,RP4,PP4,KA4,SC4,TS4,NV4,MA4,LB4,AF4,HU4,Price4,segmentind,yearind,milesind,nightind,pparkind,genderind,ageind,educind,regionind,Urbind,incomeind,Ch1,Ch2,Ch3,Ch4
1226,23281,6,3,0,0,4,0,1,3,2,1,2,0,0,0,3,0,1,0,0,0,7,3,0,0,5,0,2,2,2,1,1,0,0,0,1,0,3,0,0,0,4,2,0,0,1,0,3,2,1,2,2,0,0,0,1,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,1,1,2,1,2,3,8,,,,
1226,23282,7,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,4,0,1,1,6,0,0,0,0,0,2,0,0,4,1,2,0,1,0,1,3,0,2,1,3,0,0,0,0,0,2,0,0,1,2,2,0,1,0,2,4,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,1,1,2,1,2,3,8,,,,
1226,23283,8,1,0,0,2,2,0,0,1,0,0,0,1,0,2,0,0,3,2,2,9,2,0,0,2,1,0,0,1,0,0,0,1,0,2,0,0,4,3,1,4,3,0,0,2,2,0,0,2,0,0,0,2,0,3,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,1,1,2,1,2,3,8,,,,
1226,23284,9,3,2,1,3,0,3,2,0,0,0,2,0,4,0,0,0,0,0,2,9,3,2,4,3,0,2,2,0,0,0,2,0,4,0,0,0,0,0,2,5,1,1,2,5,0,3,2,0,0,0,3,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,1,1,2,1,2,3,8,,,,
1226,23285,10,0,0,0,0,1,0,2,1,0,0,0,2,1,1,3,2,0,2,0,4,0,0,0,0,1,0,3,1,0,0,0,2,1,3,1,3,0,3,0,6,0,0,0,0,1,0,3,1,0,0,0,2,2,1,2,2,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,1,1,2,1,2,3,8,,,,
1226,23286,11,0,1,5,4,0,0,0,0,4,2,0,0,3,0,2,0,2,3,0,5,0,2,5,1,0,0,0,0,2,2,0,0,1,0,1,0,3,1,0,12,0,1,3,4,0,0,0,0,1,2,0,0,1,0,3,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,1,1,2,1,2,3,8,,,,
1226,23287,12,2,2,5,0,1,0,0,2,3,2,2,0,0,0,0,4,0,0,0,9,1,2,2,0,1,0,0,2,4,2,1,0,0,0,0,1,0,0,0,6,2,1,2,0,2,0,0,2,4,2,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,1,1,2,1,2,3,8,,,,
1226,23288,13,0,0,0,0,1,2,1,0,1,0,1,2,0,2,0,0,4,0,1,1,0,0,0,0,1,2,3,0,2,0,1,1,0,2,0,0,1,0,2,9,0,0,0,0,2,1,1,0,1,0,3,2,0,2,0,0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,1,1,2,1,2,3,8,,,,
1226,23289,14,1,1,0,0,0,0,0,0,0,2,0,1,2,2,2,1,0,0,2,5,3,1,0,0,0,0,0,0,0,1,0,1,2,3,1,4,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,1,3,3,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,1,1,2,1,2,3,8,,,,
1226,23290,15,0,0,5,2,0,3,1,1,0,0,0,0,0,1,1,0,1,3,0,6,0,0,3,4,0,1,2,1,0,0,0,0,0,1,2,0,4,3,0,6,0,0,2,5,0,3,1,1,0,0,0,0,0,2,1,0,1,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,1,1,2,1,2,3,8,,,,
1226,23291,16,3,2,0,0,0,1,0,1,0,0,3,0,1,0,0,0,1,3,1,4,1,2,0,0,0,1,0,2,0,0,2,0,4,0,0,0,1,2,2,8,2,1,0,0,0,1,0,2,0,0,3,0,2,0,0,0,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,1,1,2,1,2,3,8,,,,
1226,23292,17,0,0,2,5,1,0,3,0,3,1,0,1,3,0,0,3,0,0,0,9,0,0,1,3,2,0,3,0,2,1,0,1,4,0,0,3,0,0,0,8,0,0,2,5,1,0,2,0,4,1,0,2,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,1,1,2,1,2,3,8,,,,
1226,23293,18,2,2,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,3,0,1,3,1,3,4,1,3,0,0,0,2,0,1,0,0,0,0,0,2,0,7,2,2,4,1,2,2,0,0,0,1,0,1,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,1,1,2,1,2,3,8,,,,
1226,23294,19,0,0,0,5,0,0,0,1,1,0,3,0,0,3,2,4,3,0,1,9,0,0,0,2,0,0,0,2,2,0,1,0,0,1,1,2,4,0,1,8,0,0,0,2,0,0,0,2,1,0,1,0,0,2,3,2,4,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,1,1,2,1,2,3,8,,,,
1227,23295,1,0,0,0,1,1,0,1,0,3,2,0,2,0,3,2,0,0,1,0,3,0,0,0,6,1,0,3,0,4,2,0,2,0,3,3,0,0,2,0,12,0,0,0,2,2,0,1,0,3,2,0,2,0,1,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23296,2,2,2,0,0,0,2,0,2,3,0,1,0,1,0,0,3,0,0,2,4,3,2,0,0,0,3,0,2,1,0,1,0,4,0,0,4,0,0,1,3,2,2,0,0,0,3,0,2,4,0,2,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23297,3,0,0,3,4,0,3,0,1,0,0,0,0,4,0,3,0,4,3,1,8,0,0,3,4,0,2,0,1,0,0,0,0,4,0,3,0,2,1,1,11,0,0,3,5,0,3,0,2,0,0,0,0,4,0,1,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23298,4,2,2,4,0,1,0,1,0,0,0,0,1,0,2,0,2,1,0,0,5,2,2,1,0,2,0,1,0,0,0,0,2,0,2,0,2,4,0,0,10,1,2,1,0,1,0,1,0,0,0,0,1,0,1,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23299,5,0,1,0,2,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,6,0,1,0,2,1,0,1,1,0,1,3,0,0,0,0,0,4,0,2,8,0,1,0,5,2,0,2,1,0,1,1,0,0,0,0,0,4,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23300,6,1,0,1,0,0,3,0,0,2,2,2,2,0,0,2,0,0,1,0,2,1,0,1,0,0,3,0,0,1,2,3,1,0,0,1,0,0,2,0,4,3,0,1,0,0,2,0,0,1,1,2,1,0,0,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23301,7,0,0,0,0,0,0,2,0,0,0,2,0,1,1,2,2,2,3,2,6,0,0,0,0,0,0,1,0,0,0,2,0,4,2,2,2,1,3,1,10,0,0,0,0,0,0,3,0,0,0,1,0,3,2,2,2,3,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23302,8,2,2,4,5,0,0,0,0,0,1,0,2,4,1,0,2,0,0,0,3,2,2,1,2,0,0,0,0,0,1,0,1,1,3,0,4,0,0,0,4,2,2,4,6,0,0,0,0,0,1,0,1,4,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23303,9,0,0,0,0,1,3,2,2,3,1,0,0,4,2,0,3,0,0,0,6,0,0,0,0,1,2,3,1,3,2,0,0,1,3,0,1,0,0,0,5,0,0,0,0,1,3,2,2,3,2,0,0,1,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23304,10,0,2,3,0,1,3,0,1,0,0,3,1,0,0,2,0,0,0,2,12,0,2,1,0,1,2,0,1,0,0,3,2,0,0,1,0,0,0,1,7,0,1,3,0,2,2,0,2,0,0,2,2,0,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23305,11,3,2,0,2,0,3,0,0,1,0,1,0,0,1,0,0,4,2,0,7,2,2,0,6,0,2,0,0,2,0,1,0,0,3,0,0,2,1,0,12,3,2,0,5,0,3,0,0,4,0,3,0,0,3,0,0,3,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23306,12,2,0,4,4,0,0,1,0,2,0,0,1,1,0,0,0,3,0,1,5,1,0,4,5,0,0,3,0,4,0,0,1,4,0,0,0,2,0,2,2,3,0,4,6,0,0,2,0,2,0,0,1,4,0,0,0,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23307,13,0,0,0,3,1,0,0,2,0,1,0,1,0,0,3,3,3,3,0,7,0,0,0,6,1,0,0,1,0,2,0,2,0,0,2,2,4,3,0,4,0,0,0,4,2,0,0,2,0,1,0,1,0,0,2,1,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23308,14,3,0,3,0,1,0,1,2,2,0,0,0,0,2,3,0,0,0,1,3,3,0,1,0,1,0,2,2,4,0,0,0,0,3,2,0,0,0,2,11,1,0,3,0,2,0,3,1,1,0,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23309,15,0,1,3,0,0,1,0,0,0,2,3,0,4,0,0,1,4,3,0,8,0,2,2,0,0,3,0,0,0,1,3,0,1,0,0,3,1,2,0,10,0,1,1,0,0,3,0,0,0,1,3,0,4,0,0,2,2,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23310,16,0,1,0,3,1,0,2,0,3,1,3,0,1,0,3,0,0,0,0,7,0,1,0,2,1,0,2,0,2,1,1,0,4,0,2,0,0,0,0,11,0,1,0,4,1,0,2,0,1,2,3,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23311,17,1,0,0,3,0,2,0,1,0,0,0,1,0,2,0,3,0,2,2,10,3,0,0,1,0,2,0,2,0,0,0,2,0,2,0,4,0,1,2,11,1,0,0,1,0,2,0,1,0,0,0,1,0,3,0,4,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23312,18,1,0,0,0,0,3,0,0,2,2,0,2,0,0,3,1,2,0,2,1,3,0,0,0,0,3,0,0,3,1,0,2,0,0,3,2,4,0,1,5,2,0,0,0,0,3,0,0,4,1,0,1,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1227,23313,19,0,2,4,0,1,0,2,2,0,0,0,1,1,3,0,0,0,1,0,10,0,1,1,0,2,0,3,2,0,0,0,1,1,1,0,0,0,2,0,5,0,1,5,0,2,0,2,2,0,0,0,1,4,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,3,1,4,3,28,,,,
1228,23314,1,0,2,0,0,1,1,0,0,1,0,0,2,2,1,0,0,4,0,2,3,0,1,0,0,1,3,0,0,1,0,0,1,4,3,0,0,4,0,2,9,0,2,0,0,2,2,0,0,3,0,0,2,2,3,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23315,2,2,0,3,3,0,0,3,1,0,2,2,0,0,0,2,0,0,2,0,1,2,0,5,4,0,0,2,1,0,1,3,0,0,0,1,0,0,3,0,5,1,0,4,6,0,0,1,1,0,2,1,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23316,3,0,2,1,0,0,0,0,0,3,1,0,0,3,1,1,1,0,1,0,6,0,2,2,0,0,0,0,0,4,1,0,0,1,1,3,3,0,1,0,7,0,1,2,0,0,0,0,0,4,2,0,0,2,2,3,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23317,4,1,0,0,3,2,0,0,1,0,0,1,1,0,0,0,4,1,0,1,5,1,0,0,5,2,0,0,2,0,0,3,2,0,0,0,1,4,0,2,5,1,0,0,6,1,0,0,1,0,0,1,2,0,0,0,3,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23318,5,1,0,0,0,0,1,2,2,3,0,0,1,3,0,0,3,0,0,1,12,3,0,0,0,0,2,1,2,3,0,0,1,2,0,0,2,0,0,1,11,2,0,0,0,0,3,2,2,1,0,0,1,4,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23319,6,0,0,3,3,2,1,2,0,0,1,3,0,0,1,0,0,3,0,0,7,0,0,5,5,1,1,1,0,0,2,3,0,0,1,0,0,3,0,0,9,0,0,2,6,2,3,2,0,0,1,1,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23320,7,1,2,4,2,0,2,0,0,0,0,0,0,0,0,2,0,3,3,2,10,1,1,3,3,0,2,0,0,0,0,0,0,0,0,1,0,3,3,1,11,1,2,4,6,0,3,0,0,0,0,0,0,0,0,3,0,3,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23321,8,0,1,0,0,0,0,1,1,1,0,3,1,0,2,2,1,0,0,0,1,0,1,0,0,0,0,3,2,4,0,3,2,0,3,3,4,0,0,0,10,0,1,0,0,0,0,1,1,4,0,1,1,0,2,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23322,9,3,0,0,0,1,2,0,0,0,2,1,0,1,0,1,2,0,2,0,7,1,0,0,0,2,1,0,0,0,1,2,0,1,0,2,2,0,2,0,11,1,0,0,0,2,3,0,0,0,2,3,0,3,0,2,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23323,10,0,2,5,0,2,0,0,2,0,1,0,2,0,0,0,0,3,2,1,2,0,1,1,0,1,0,0,2,0,1,0,1,0,0,0,0,2,2,2,3,0,1,1,0,2,0,0,2,0,1,0,2,0,0,0,0,3,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23324,11,0,0,5,4,0,0,2,1,1,0,0,0,1,2,0,0,3,3,0,2,0,0,5,5,0,0,3,1,4,0,0,0,4,2,0,0,3,1,0,7,0,0,2,3,0,0,2,2,3,0,0,0,4,3,0,0,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23325,12,3,1,0,2,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,12,2,1,0,6,0,0,3,0,0,1,0,2,0,1,1,0,0,0,2,2,2,2,0,1,0,0,1,0,0,2,0,2,0,2,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23326,13,0,0,0,6,2,3,0,0,4,0,1,0,2,0,3,3,0,0,1,10,0,0,0,1,1,3,0,0,3,0,3,0,4,0,2,3,0,0,2,10,0,0,0,3,2,3,0,0,1,0,1,0,4,0,2,3,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23327,14,2,1,0,0,1,0,2,2,0,0,2,0,1,1,0,0,0,1,0,9,2,2,0,0,2,0,2,1,0,0,1,0,4,2,0,0,0,3,0,11,3,2,0,0,1,0,2,2,0,0,1,0,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23328,15,2,0,5,0,0,1,3,0,2,2,0,2,0,0,0,2,1,0,0,12,3,0,4,0,0,3,1,0,3,1,0,1,0,0,0,4,4,0,0,5,3,0,1,0,0,3,3,0,2,1,0,2,0,0,0,1,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23329,16,0,0,0,5,1,3,0,2,0,1,0,2,0,3,0,2,0,3,0,5,0,0,0,6,1,3,0,1,0,1,0,2,0,1,0,2,0,1,0,11,0,0,0,3,1,3,0,2,0,1,0,1,0,1,0,4,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23330,17,0,1,1,0,0,0,0,2,4,0,1,0,2,0,2,0,2,0,1,6,0,2,5,0,0,0,0,2,2,0,3,0,4,0,2,0,4,0,2,9,0,1,2,0,0,0,0,1,3,0,2,0,2,0,3,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23331,18,1,1,2,4,0,0,0,0,0,0,1,2,4,3,0,3,0,0,0,4,3,1,4,2,0,0,0,0,0,0,2,2,4,1,0,3,0,0,0,1,1,2,5,2,0,0,0,0,0,0,1,1,3,1,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1228,23332,19,0,0,0,0,1,3,2,0,4,2,0,0,0,3,2,0,2,0,2,2,0,0,0,0,1,2,2,0,4,1,0,0,0,1,1,0,3,0,2,2,0,0,0,0,1,3,2,0,3,1,0,0,0,1,2,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,1,3,6,3,1,3,,,,
1229,23333,1,0,0,0,4,2,2,0,1,2,0,1,2,0,0,0,1,2,0,0,2,0,0,0,2,1,3,0,1,3,0,3,1,0,0,0,2,1,0,0,12,0,0,0,4,1,2,0,1,1,0,1,1,0,0,0,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23334,2,3,1,0,0,1,2,1,0,0,2,0,0,0,2,3,0,0,1,0,6,3,2,0,0,2,1,1,0,0,2,0,0,0,3,1,0,0,2,0,10,1,1,0,0,1,3,2,0,0,2,0,0,0,1,1,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23335,3,0,0,5,0,0,2,0,2,1,0,0,0,4,2,1,4,0,0,2,1,0,0,3,0,0,1,0,1,1,0,0,0,1,2,1,4,0,0,1,8,0,0,5,0,0,3,0,1,3,0,0,0,2,2,3,4,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23336,4,3,1,3,0,0,0,3,0,0,1,2,1,4,0,0,0,4,0,0,12,3,2,4,0,0,0,1,0,0,1,2,1,1,0,0,0,1,0,0,11,3,1,3,0,0,0,3,0,0,2,1,2,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23337,5,0,0,4,2,1,0,0,0,2,0,0,2,1,2,1,0,0,1,0,2,0,0,2,1,2,0,0,0,4,0,0,1,2,1,2,0,0,3,0,8,0,0,4,4,1,0,0,0,3,0,0,2,3,3,2,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23338,6,2,1,0,4,0,1,3,2,0,0,0,0,0,0,0,1,0,3,2,4,3,2,0,6,0,1,2,2,0,0,0,0,0,0,0,4,0,2,1,7,2,2,0,1,0,1,2,1,0,0,0,0,0,0,0,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23339,7,0,0,0,0,2,2,2,1,0,1,2,0,2,0,2,0,3,0,0,11,0,0,0,0,2,2,2,1,0,2,3,0,3,0,3,0,4,0,0,11,0,0,0,0,1,1,2,1,0,2,1,0,1,0,2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23340,8,2,1,0,0,0,0,0,0,1,1,0,2,0,1,0,1,4,2,0,12,1,2,0,0,0,0,0,0,4,2,0,2,0,3,0,2,4,1,0,12,3,1,0,0,0,0,0,0,2,2,0,2,0,3,0,1,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23341,9,3,0,4,3,0,2,0,0,0,1,2,1,0,0,1,0,0,0,1,12,2,0,2,4,0,2,0,0,0,2,3,1,0,0,3,0,0,0,1,11,3,0,4,4,0,2,0,0,0,1,1,1,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23342,10,0,1,0,6,2,0,0,1,0,0,1,0,2,3,0,0,0,2,1,3,0,1,0,6,2,0,0,1,0,0,2,0,2,2,0,0,0,3,2,7,0,1,0,5,1,0,0,1,0,0,3,0,1,2,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23343,11,0,2,2,6,0,2,1,0,1,0,0,0,0,0,1,3,3,0,0,7,0,1,4,3,0,3,2,0,3,0,0,0,0,0,1,3,3,0,0,6,0,2,2,5,0,2,2,0,4,0,0,0,0,0,1,1,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23344,12,0,0,4,0,1,0,3,0,0,1,3,1,0,0,0,1,0,2,2,6,0,0,5,0,1,0,2,0,0,2,1,2,0,0,0,4,0,2,2,8,0,0,4,0,1,0,1,0,0,1,2,2,0,0,0,2,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23345,13,2,0,1,0,0,0,0,2,3,2,0,0,2,3,0,0,3,0,1,11,1,0,2,0,0,0,0,1,2,1,0,0,4,2,0,0,4,0,1,10,1,0,5,0,0,0,0,2,1,1,0,0,3,3,0,0,4,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23346,14,3,2,0,0,2,0,0,2,0,0,0,1,1,0,1,4,3,0,0,5,2,2,0,0,1,0,0,2,0,0,0,1,2,0,2,1,1,0,0,4,3,2,0,0,1,0,0,1,0,0,0,1,1,0,3,3,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23347,15,1,0,0,5,0,2,2,0,2,0,3,0,0,3,0,0,2,1,0,5,2,0,0,1,0,3,2,0,2,0,2,0,0,2,0,0,3,2,0,7,1,0,0,2,0,2,2,0,2,0,3,0,0,3,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23348,16,0,2,0,6,2,0,1,2,4,1,2,0,0,3,0,0,0,0,0,8,0,2,0,2,2,0,3,1,1,1,1,0,0,3,0,0,0,0,0,5,0,1,0,6,1,0,1,2,2,2,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23349,17,0,0,4,0,0,2,0,0,0,0,0,1,3,2,2,4,0,1,1,8,0,0,4,0,0,1,0,0,0,0,0,1,3,3,2,4,0,1,1,5,0,0,3,0,0,1,0,0,0,0,0,1,2,3,3,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
1229,23350,18,3,2,0,4,2,3,0,0,1,1,0,1,0,0,0,0,0,0,2,5,1,1,0,4,1,1,0,0,3,1,0,1,0,0,0,0,0,0,2,3,2,1,0,6,2,3,0,0,3,1,0,1,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,4,2,5,3,4,3,4,,,,
